,album,artist,lyric,song
327,Undeniable (2012),Young Sinatra,Thinkin' if her breasts was a test,Relaxation
328,Undeniable (2012),Young Sinatra,She would fail,Relaxation
329,Undeniable (2012),Young Sinatra,Fresh tip nails,Relaxation
330,Undeniable (2012),Young Sinatra,Type of ass make a brother,Relaxation
331,Undeniable (2012),Young Sinatra,Train of thought derail,Relaxation
332,Undeniable (2012),Young Sinatra,As we converse,Relaxation
333,Undeniable (2012),Young Sinatra,I could tell that she feelin' my style,Relaxation
334,Undeniable (2012),Young Sinatra,Get the pussy wet,Relaxation
335,Undeniable (2012),Young Sinatra,That's the mission,Relaxation
336,Undeniable (2012),Young Sinatra,As long as she listen to my words,Relaxation
337,Undeniable (2012),Young Sinatra,Feelin' on the curves,Relaxation
338,Undeniable (2012),Young Sinatra,Only lips I'm thinkin' bout kissin' is hers,Relaxation
339,Undeniable (2012),Young Sinatra,I can barely fight the urge,Relaxation
340,Undeniable (2012),Young Sinatra,Only thing that matter right now,Relaxation
341,Undeniable (2012),Young Sinatra,Is these two verbs,Relaxation
342,Undeniable (2012),Young Sinatra,I'm talkin' me and you,Relaxation
343,Undeniable (2012),Young Sinatra,"So fine, I'd think I'd start seeing you",Relaxation
344,Undeniable (2012),Young Sinatra,Her body was a work of art,Relaxation
345,Undeniable (2012),Young Sinatra,Like Hieroglyphics,Relaxation
346,Undeniable (2012),Young Sinatra,Too much detail to go into specifics,Relaxation
347,Undeniable (2012),Young Sinatra,Now,Relaxation
348,Undeniable (2012),Young Sinatra,I'm diggin' shorty,Relaxation
349,Undeniable (2012),Young Sinatra,Like an archeologist,Relaxation
350,Undeniable (2012),Young Sinatra,Tryin' a bone,Relaxation
351,Undeniable (2012),Young Sinatra,Searchin' for a queen to take the throne,Relaxation
352,Undeniable (2012),Young Sinatra,The type of girl to love,Relaxation
353,Undeniable (2012),Young Sinatra,And call her my own,Relaxation
354,Undeniable (2012),Young Sinatra,I'm just a bachelor (bachelor),Relaxation
355,Undeniable (2012),Young Sinatra,Looking for a bachelorette,Relaxation
356,Undeniable (2012),Young Sinatra,"Baby, maybe you can persuade me",Relaxation
357,Undeniable (2012),Young Sinatra,To give you love,Relaxation
358,Undeniable (2012),Young Sinatra,You couldn't imagine yet,Relaxation
359,Undeniable (2012),Young Sinatra,Kiss you on the neck,Relaxation
360,Undeniable (2012),Young Sinatra,Then I sedate the pussy like a vet,Relaxation
361,Undeniable (2012),Young Sinatra,Got the shorty rollin' like a movie set,Relaxation
362,Undeniable (2012),Young Sinatra,Take her to the Rio,Relaxation
363,Undeniable (2012),Young Sinatra,I'm not talking about G-burg,Relaxation
364,Undeniable (2012),Young Sinatra,I'm talking De Janeiro,Relaxation
365,Undeniable (2012),Young Sinatra,Spend deñero like its reverb,Relaxation
366,Undeniable (2012),Young Sinatra,Expansion,Relaxation
367,Undeniable (2012),Young Sinatra,Couple kids running round the mansion,Relaxation
368,Undeniable (2012),Young Sinatra,Day dreamin',Relaxation
369,Undeniable (2012),Young Sinatra,Getting ahead of my self,Relaxation
370,Undeniable (2012),Young Sinatra,Advancin',Relaxation
371,Undeniable (2012),Young Sinatra,"But, come on. girl",Relaxation
372,Undeniable (2012),Young Sinatra,Now come on give me love,Relaxation
373,Undeniable (2012),Young Sinatra,I know we just met but,Relaxation
374,Undeniable (2012),Young Sinatra,Romance is like a drug,Relaxation
375,Undeniable (2012),Young Sinatra,You know we go together,Relaxation
376,Undeniable (2012),Young Sinatra,Like sympathy and hugs,Relaxation
377,Undeniable (2012),Young Sinatra,So I write this girl,Relaxation
378,Undeniable (2012),Young Sinatra,A symphony,Relaxation
379,Undeniable (2012),Young Sinatra,And tell her that I love,Relaxation
380,Undeniable (2012),Young Sinatra,Her everything,Relaxation
381,Undeniable (2012),Young Sinatra,Girl I love your everything,Relaxation
382,Undeniable (2012),Young Sinatra,You know I love your everything,Relaxation
383,Undeniable (2012),Young Sinatra,I said I love your everything,Relaxation
384,Undeniable (2012),Young Sinatra,"Yeah, love your everything",Relaxation
385,Undeniable (2012),Young Sinatra,"Girl, I love your everything",Relaxation
386,Undeniable (2012),Young Sinatra,I got a date with destiny,Inception
387,Undeniable (2012),Young Sinatra,My heart says yeah but can't convince the rest of me,Inception
388,Undeniable (2012),Young Sinatra,I tried so hard to make it with no recipe,Inception
389,Undeniable (2012),Young Sinatra,My selfish ways caught up and got the best of me,Inception
390,Undeniable (2012),Young Sinatra,I need redemption no need to mention my past,Inception
391,Undeniable (2012),Young Sinatra,Cause all that matters now is bigger than diamonds and cash,Inception
392,Undeniable (2012),Young Sinatra,The glits the glamore the lights the camera the action,Inception
393,Undeniable (2012),Young Sinatra,The stage the fans the speakers blastin',Inception
394,Undeniable (2012),Young Sinatra,You know I'm wanted I need it don't doubt it I can't live without it,Inception
395,Undeniable (2012),Young Sinatra,It's just everything I dreamed of,Inception
396,Undeniable (2012),Young Sinatra,It's everything I've ever wanted,Inception
397,Undeniable (2012),Young Sinatra,But is it really truly in my plans,Inception
398,Undeniable (2012),Young Sinatra,Or did God mix up my blue prints,Inception
399,Undeniable (2012),Young Sinatra,Did he have it right there in his hands?,Inception
400,Undeniable (2012),Young Sinatra,Anybody give me a hint,Inception
401,Undeniable (2012),Young Sinatra,I can feel it now I know it's coming,Inception
402,Undeniable (2012),Young Sinatra,And I don't give a fuck what anybody say,Inception
403,Undeniable (2012),Young Sinatra,I've fallen I've risen I chose to select to dismiss an incarnation through these bars created-a prison,Inception
404,Undeniable (2012),Young Sinatra,And I intend to do the time and the sentence that's given,Inception
405,Undeniable (2012),Young Sinatra,25 to life yeah that's how I'm living,Inception
406,Undeniable (2012),Young Sinatra,Sometimes I wonder if I'll ever make it,Inception
407,Undeniable (2012),Young Sinatra,But there's only way I'mma know,Inception
408,Undeniable (2012),Young Sinatra,I'm like a seed planted in the dirt,Inception
409,Undeniable (2012),Young Sinatra,Feels like I've been waiting forever to grow,Inception
410,Undeniable (2012),Young Sinatra,And maybe today is the day,Inception
411,Undeniable (2012),Young Sinatra,And maybe tonight is the night,Inception
412,Undeniable (2012),Young Sinatra,But one thing that I know for sure,Inception
413,Undeniable (2012),Young Sinatra,This time I'mma get it right,Inception
414,Undeniable (2012),Young Sinatra,Yeah,Used to Hate It
415,Undeniable (2012),Young Sinatra,Bitches be pressed for paper,Used to Hate It
416,Undeniable (2012),Young Sinatra,Chillin' with my homie sledro while he ignites the vapor,Used to Hate It
417,Undeniable (2012),Young Sinatra,Life is a bitch and you cannot escape her,Used to Hate It
418,Undeniable (2012),Young Sinatra,Unless you talking suicide,Used to Hate It
419,Undeniable (2012),Young Sinatra,What the fuck you mean that I'm changin'?,Used to Hate It
420,Undeniable (2012),Young Sinatra,'Cause I finally gotta little bit of money and a range in my drive way,Used to Hate It
421,Undeniable (2012),Young Sinatra,With a rattpack smoking on zimbabwe,Used to Hate It
422,Undeniable (2012),Young Sinatra,Crankin' Sinatra that my way,Used to Hate It
423,Undeniable (2012),Young Sinatra,Bitches they love it,Used to Hate It
424,Undeniable (2012),Young Sinatra,Visionary nothin' above it,Used to Hate It
425,Undeniable (2012),Young Sinatra,Get shorties wet when I rub it,Used to Hate It
426,Undeniable (2012),Young Sinatra,Carbon copies they dub it,Used to Hate It
427,Undeniable (2012),Young Sinatra,You used to hate it,Used to Hate It
428,Undeniable (2012),Young Sinatra,Now you love it,Used to Hate It
429,Undeniable (2012),Young Sinatra,Smile in my face?,Used to Hate It
430,Undeniable (2012),Young Sinatra,I think nothin' of it,Used to Hate It
431,Undeniable (2012),Young Sinatra,Yeah I'll shake your hand,Used to Hate It
432,Undeniable (2012),Young Sinatra,Kill em' with kindness,Used to Hate It
433,Undeniable (2012),Young Sinatra,Homie this is young Sinatra at his fuckin' finest,Used to Hate It
434,Undeniable (2012),Young Sinatra,You used to hate it,Used to Hate It
435,Undeniable (2012),Young Sinatra,Now you love it,Used to Hate It
436,Undeniable (2012),Young Sinatra,Smile in my face?,Used to Hate It
437,Undeniable (2012),Young Sinatra,I think nothin' of it,Used to Hate It
438,Undeniable (2012),Young Sinatra,Yeah I'll shake your hand,Used to Hate It
439,Undeniable (2012),Young Sinatra,Kill em' with kindness,Used to Hate It
440,Undeniable (2012),Young Sinatra,Homie this is young Sinatra at his fuckin' finest,Used to Hate It
441,Undeniable (2012),Young Sinatra,Yeah,Used to Hate It
442,Undeniable (2012),Young Sinatra,This is for my independent women that is runnin' shit in high heels,Used to Hate It
443,Undeniable (2012),Young Sinatra,Educated in business but majored in sex appeal,Used to Hate It
444,Undeniable (2012),Young Sinatra,My shorty she gotta,Used to Hate It
445,Undeniable (2012),Young Sinatra,Sportin' gucci louie and Prada,Used to Hate It
446,Undeniable (2012),Young Sinatra,Looking beautiful in it all but I prefer nada,Used to Hate It
447,Undeniable (2012),Young Sinatra,"Yeah, low maintenance and high scale",Used to Hate It
448,Undeniable (2012),Young Sinatra,Type of shorty that when you get locked up she pay the bail,Used to Hate It
449,Undeniable (2012),Young Sinatra,I used to follow my dreams until I caught up to em',Used to Hate It
450,Undeniable (2012),Young Sinatra,People talking shit but pay attention to what we doin',Used to Hate It
451,Undeniable (2012),Young Sinatra,It's never been done,Used to Hate It
452,Undeniable (2012),Young Sinatra,Watch me go platinum just for fun,Used to Hate It
453,Undeniable (2012),Young Sinatra,Far from materialistic but let me stunt son,Used to Hate It
454,Undeniable (2012),Young Sinatra,"You know what I be on, you know where I be at",Used to Hate It
455,Undeniable (2012),Young Sinatra,The proof is within the numbers they slumber but now they react,Used to Hate It
456,Undeniable (2012),Young Sinatra,"I got 3 tapes, 0 tolerance one of the greats",Used to Hate It
457,Undeniable (2012),Young Sinatra,Put that shit together and what you get that's where I'm from,Used to Hate It
458,Undeniable (2012),Young Sinatra,"The 301, smoking joints with your girl for fun",Used to Hate It
459,Undeniable (2012),Young Sinatra,Stand strong and never run unless the po go for the gun like,Used to Hate It
460,Undeniable (2012),Young Sinatra,You used to hate it,Used to Hate It
461,Undeniable (2012),Young Sinatra,Now you love it,Used to Hate It
462,Undeniable (2012),Young Sinatra,Smile in my face?,Used to Hate It
463,Undeniable (2012),Young Sinatra,I think nothin' of it,Used to Hate It
464,Undeniable (2012),Young Sinatra,Yeah I'll shake your hand,Used to Hate It
465,Undeniable (2012),Young Sinatra,Kill em' with kindness,Used to Hate It
466,Undeniable (2012),Young Sinatra,Homie this is young Sinatra at his fuckin' finest,Used to Hate It
467,Undeniable (2012),Young Sinatra,You used to hate it,Used to Hate It
468,Undeniable (2012),Young Sinatra,Now you love it,Used to Hate It
469,Undeniable (2012),Young Sinatra,Smile in my face?,Used to Hate It
470,Undeniable (2012),Young Sinatra,I think nothin' of it,Used to Hate It
471,Undeniable (2012),Young Sinatra,Yeah I'll shake your hand,Used to Hate It
472,Undeniable (2012),Young Sinatra,Kill em' with kindness,Used to Hate It
473,Undeniable (2012),Young Sinatra,Homie this is young Sinatra at his fuckin' finest,Used to Hate It
474,Undeniable (2012),Young Sinatra,Yeah,Used to Hate It
475,Undeniable (2012),Young Sinatra,We snatch it like interception,Used to Hate It
476,Undeniable (2012),Young Sinatra,"Met the girl of my dreams, her love resembled inception",Used to Hate It
477,Undeniable (2012),Young Sinatra,Her sign was a leo,Used to Hate It
478,Undeniable (2012),Young Sinatra,"Me, her, and music that's the perfect trio",Used to Hate It
479,Undeniable (2012),Young Sinatra,"Spanish hunny we met in rio, future lookin' cleo",Used to Hate It
480,Undeniable (2012),Young Sinatra,Bitches be braggin,Used to Hate It
481,Undeniable (2012),Young Sinatra,So much money my pants saggin,Used to Hate It
482,Undeniable (2012),Young Sinatra,VMG is up-to-date but these businessmen be lackin',Used to Hate It
483,Undeniable (2012),Young Sinatra,"Eve bit the apple, steve changed the world",Used to Hate It
484,Undeniable (2012),Young Sinatra,"Getting money like zuckerburg, my bank account is sterol",Used to Hate It
485,Undeniable (2012),Young Sinatra,I am not defined by that in which I do possess,Used to Hate It
486,Undeniable (2012),Young Sinatra,Cause all it takes is riches to get bitches to undress,Used to Hate It
487,Undeniable (2012),Young Sinatra,"I need drive in a lady, not a girl that drive me crazy",Used to Hate It
488,Undeniable (2012),Young Sinatra,Need a girl that don't care if a drive a honda or mercedes,Used to Hate It
489,Undeniable (2012),Young Sinatra,"Spit fire like hades, I infect it like rabies",Used to Hate It
490,Undeniable (2012),Young Sinatra,"It's all that, shout out to them 90's babies",Used to Hate It
491,Undeniable (2012),Young Sinatra,Never hesitate to supply the heat,Used to Hate It
492,Undeniable (2012),Young Sinatra,"What 6ix produces from his chest, we call that shit a heartbeat",Used to Hate It
493,Undeniable (2012),Young Sinatra,"I'm a king, you fuckas my pawns",Used to Hate It
494,Undeniable (2012),Young Sinatra,"Shortcut to the desktop, I am your newest icon",Used to Hate It
495,Undeniable (2012),Young Sinatra,"These bitches they love it, I truly can't stress it enough",Used to Hate It
496,Undeniable (2012),Young Sinatra,Girl got them daddy problems that's why she be actin' tough,Used to Hate It
497,Undeniable (2012),Young Sinatra,"Innocent in person, but in the bed she love it rough",Used to Hate It
498,Undeniable (2012),Young Sinatra,Running away from reality to sniff coke and puff,Used to Hate It
499,Undeniable (2012),Young Sinatra,"So, let me get it the second I spit it you know that I did it all the people wanna come around",Used to Hate It
500,Undeniable (2012),Young Sinatra,"They used to hate it, but now they love the sound",Used to Hate It
501,Undeniable (2012),Young Sinatra,You used to hate it,Used to Hate It
502,Undeniable (2012),Young Sinatra,Now you love it,Used to Hate It
503,Undeniable (2012),Young Sinatra,Smile in my face?,Used to Hate It
504,Undeniable (2012),Young Sinatra,I think nothin' of it,Used to Hate It
